"ID","Parcel ID","Address","City","County","State","Enrolled in Appeals","Assessment Enrollment Level (2025)"
"591997","U-06-31-20-2UE-000010-00046.0","10453 Hallmark Blvd","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"591929","016464-0915","8656 Duckworth Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"59159","34-20-28-9094-01-390","1963 Beacon Bay Ct","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"59157","16-24-31-5133-00-620","9627 Myrtle Creek Ln","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"591419","05-22-31-8421-01-170","10512 Petaloma Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"59131","1004005321","5515 Maccaughey Dr","NORTH PORT","Sarasota","FL","False","Assessments (Broken Out)"
"59129","30-5933-012-0050","18081 SW 152nd Ct","MIAMI","Miami-Dade","FL","False","Assessments (Broken Out)"
"591282","013090-1955","9272 Caracara Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"59127","30-5933-014-0400","14725 SW 178th Ter","MIAMI","Miami-Dade","FL","False","Assessments (Broken Out)"
"59123","10-7917-014-0210","530 SE 18th Ln","HOMESTEAD","Miami-Dade","FL","False","Assessments (Broken Out)"
"591184","02-22-31-7840-00-050","4016 Forest Island Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"591176","23042502038840500","2404 Sourwood Ct","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"59117","015912-2680","7242 Rampart Ridge Cir E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"59109","161297-1600","1161 Brookwood Bluff Rd E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"59106","36-26-19-0060-00M00-0090","1504 Rincon Dr","WESLEY CHAPEL","Pasco","FL","False","Assessments (Broken Out)"
"591053","U-09-29-20-28U-000005-00016.0","1718 Dove Field Pl","Brandon","Hillsborough","FL","False","Assessments (Broken Out)"
"590954","17-23-31-2231-00-440","4244 Waterside Pointe Cir","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"59094","U-09-31-20-66O-000001-00047.0","12907 Fieldmoor Ct","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"590814","25-26-28-4501-0001-0460","4656 Marcos Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"590595","23-24-26-0510-000-17000","2129 Fish Eagle St","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"590526","5042500786801054","3874 Pebble Brooke Cir","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"59046","001471-3465","612 Martin Lakes Dr E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"59033","7042500786900933","3583 Live Oak Hollow Dr","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"590261","13-19-25-0200-00B-08300","11242 Lake Dr","LEESBURG","Lake","FL","False","Assessments (Broken Out)"
"590186","016409-0925","7357 Hawks Bluff Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"590069","23-21-28-1775-00-440","1984 Martina St","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"590052","099135-5620","5590 Oak Crossing Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"589991","01-28-15-85005-002-0140","948 16th Ln","Palm Harbor","Pinellas","FL","False","Assessments (Broken Out)"
"589868","11-25-29-1825-0001-0840","2613 Birchwood Ave","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"589867","016409-0400","9202 Redtail Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"589848","U-17-32-19-B93-000007-00020.0","913 Coastal Hammock Ave","Ruskin","Hillsborough","FL","False","Assessments (Broken Out)"
"589833","012853-1095","11159 Lauren Oak Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"589712","U-11-31-19-5X9-000007-00039.0","6922 Crown Lake Dr","Gibsonton","Hillsborough","FL","False","Assessments (Broken Out)"
"589572","016430-5200","8463 Hunston Mill Ln E","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"589482","015700-6275","6769 Portofina Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"589460","03-21-28-4671-00-270","304 McCoy Village Ct","Apopka","Orange","FL","False","Assessments (Broken Out)"
"589305","4042500786600430","3657 Morning Meadow Ln","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"589158","4052500900300254","2877 Tuscarora Trl","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"589115","156419-0030","3855 Chapelgate Rd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"589105","15-19-24-1500-000-00300","1606 Sterns Dr","LEESBURG","Lake","FL","False","Assessments (Broken Out)"
"588876","25-25-18-0100-02200-0020","21356 Southern Charm Dr","LAND O LAKES","Pasco","FL","False","Assessments (Broken Out)"
"588819","U-07-30-21-36C-000007-00015.0","2412 Needham Dr","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"588703","24052400656401043","2711 Ravine Hill Dr","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"588569","11-22-30-0861-00-260","7741 Wicklow Cir","Orlando","Orange","FL","False","Assessments (Broken Out)"
"588542","32-22-26-1618-000-33900","13124 Baneberry Ct","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"588494","34-21-31-510-0000-0570","4205 Shadow Creek Cir","OVIEDO","Seminole","FL","False","Assessments (Broken Out)"
"588254","014507-0355","6002 Fillyside Trl","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"588216","36-22-28-5612-00-600","6540 Abercrombie Ct","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"588084","098927-1735","7324 Ironside Dr W","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"588002","016519-1078","8461 Boysenberry Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"587997","7042500786980545","654 Briar View Dr","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"587899","U-01-32-18-83J-000000-00439.0","405 Stone Briar Dr","Ruskin","Hillsborough","FL","False","Assessments (Broken Out)"
"587832","U-35-31-19-B3U-000007-00008.0","15626 Charr Island St","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"587831","16-26-30-0584-0001-3780","4238 Settlers Ct","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"587793","098927-0130","7571 Cliff Cottage Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"587692","41052500882300435","2030 Avila Way","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"587655","21-19-26-0600-000-05100","1857 College Park Dr","TAVARES","Lake","FL","False","Assessments (Broken Out)"
"587494","13-23-30-1301-00-020","5061 Myrtle Bay Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"587397","17-26-19-0020-00001-0570","4848 Thornbriar Pl","LAND O LAKES","Pasco","FL","False","Assessments (Broken Out)"
"587393","30-19-25-0020-000-08200","2214 Angel Fish Loop","LEESBURG","Lake","FL","False","Assessments (Broken Out)"
"587079","U-29-29-21-32Z-E00000-00017.0","3403 Long Island Way","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"587077","U-04-30-20-2ND-D00000-00016.0","1735 Wakefield Dr","Brandon","Hillsborough","FL","False","Assessments (Broken Out)"
"586954","U-33-29-20-2IQ-C00000-00009.0","1223 Franford Dr","Brandon","Hillsborough","FL","False","Assessments (Broken Out)"
"586744","27-19-26-0075-000-06600","2285 Merry Road","TAVARES","Lake","FL","False","Assessments (Broken Out)"
"586572","108929-0155","4403 Jiggermast Ave","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"586464","0264281240","1032 Beckingham Dr","SAINT AUGUSTINE","St Johns","FL","False","Assessments (Broken Out)"
"586334","156421-7535","11059 Ridge Point Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"586308","15-19-26-0013-000-13400","3387 Landing View","TAVARES","Lake","FL","False","Assessments (Broken Out)"
"585892","U-26-30-19-A83-000001-00027.0","11212 Cardinal Pointe Pl","GIBSONTON","Hillsborough","FL","False","Assessments (Broken Out)"
"585891","U-20-31-20-B0I-000011-00022.0","11125 Leland Groves Dr","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"585889","R32 323 17 5250 1703 0110","9349 Regatta St","SPRING HILL","Hernando","FL","False","Assessments (Broken Out)"
"585886","U-29-30-20-9ZT-000000-00061.0","10617 Laguna Plains Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"585764","04-26-31-0122-0001-0160","5674 Western Sun Dr","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"585733","38062601842000200","1409 Forbes St","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"585542","07-22-26-1705-000-13900","418 Valley Edge Dr","MINNEOLA","Lake","FL","False","Assessments (Broken Out)"
"585090","U-06-32-19-94N-000000-00031.0","1049 Seminole Sky Dr","RUSKIN","Hillsborough","FL","False","Assessments (Broken Out)"
"585018","U-07-28-18-0XE-000001-00102.0","12408 Pepperfield Dr","Tampa","Hillsborough","FL","False","Assessments (Broken Out)"
"584980","36042400592400725","1769 Eagle View Way","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"584978","002060-4765","2162 Tyson Lake Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"584779","015677-0085","9092 Tahoe Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"584696","012760-0255","2744 Cold Creek Blvd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"584680","27-22-31-3761-00-380","200 Whiterapids Ct","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"584635","14-19-25-0050-000-00400","10233 Patrick Dr","LEESBURG","Lake","FL","False","Assessments (Broken Out)"
"584521","29-22-31-1975-00-630","120 Kawilla Ct","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"584344","009062-6075","9304 Hawkeye Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"583988","U-32-29-21-34K-000001-00015.0","4121 Yellowwood Dr","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"583939","015716-7064","8724 Huntington Woods Cir N","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"583851","161134-8195","2656 Cobblestone Forest Cir E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"583845","14-21-28-7786-00-710","1533 Oakwood Ct","Apopka","Orange","FL","False","Assessments (Broken Out)"
"583797","U-09-29-20-29B-000003-00008.0","1716 Open Field Loop","Brandon","Hillsborough","FL","False","Assessments (Broken Out)"
"583783","06-22-31-9444-00-380","9319 Toby Ln","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"583447","28042500805900324","1612 Ibis Dr","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"583247","015911-1285","7593 Mishkie Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"583073","016430-8340","8077 Welbeck Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"583066","U-17-31-20-5YX-B00000-00019.0","13738 Ogakor Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"583022","27-22-31-3781-00-770","646 Upperriver Ct","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"582794","16-24-29-8169-00-550","2875 Woodruff Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"582738","155916-6900","10880 Rutherford Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"582674","07-21-31-5LM-0000-0190","1528 Braewick St","WINTER SPRINGS","Seminole","FL","False","Assessments (Broken Out)"
"582415","8052601426600641","1510 Cedar Grove Ter","FLEMING ISLAND","Clay","FL","False","Assessments (Broken Out)"
"582267","0275017900","193 Colorado Springs Way","SAINT AUGUSTINE","St Johns","FL","False","Assessments (Broken Out)"
"582235","16-22-32-1376-01-160","16844 Cornerwood Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"582150","012922-2485","10251 Magnolia Hills Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"582138","U-05-32-19-A3L-000005-00021.0","1714 Chatham Green Cir","Ruskin","Hillsborough","FL","False","Assessments (Broken Out)"
"581871","0288213240","1218 Ardmore St","SAINT AUGUSTINE","St Johns","FL","False","Assessments (Broken Out)"
"581647","016057-1445","7538 Allspice Cir N","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"581573","U-32-27-19-1D6-000002-00002.0","2325 Forrest Crest Cir","Lutz","Hillsborough","FL","False","Assessments (Broken Out)"
"581348","U-04-31-20-85P-000005-00049.0","12710 Evington Point Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"581131","19-26-31-0161-0001-2170","2939 Harlow Ave","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"580887","28-21-29-7554-01-190","3617 Peaceful Pl","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"580623","32-22-31-9351-01-300","10344 Winding Creek Ln","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"580552","U-32-27-19-5QS-000000-00021.0","14905 Stag Woods Cir","LUTZ","Hillsborough","FL","False","Assessments (Broken Out)"
"579773","14-21-30-507-0000-0550","299 Falling Leaf Ln","CASSELBERRY","Seminole","FL","False","Assessments (Broken Out)"
"579560","32-22-31-1817-00-221","1228 Creekbottom Cir","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"577472","31-19-31-527-0000-0470","181 Cedar Ridge Ln","SANFORD","Seminole","FL","False","Assessments (Broken Out)"
"577120","01-22-31-8356-00-990","14527 Lake Price Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"576775","23-21-31-501-0000-1150","1012 Olliff Way","OVIEDO","Seminole","FL","False","Assessments (Broken Out)"
"576628","2052500897000607","2630 Oak Haven Dr","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"576486","34-21-30-536-0000-0870","3439 Allston Ln","WINTER PARK","Seminole","FL","False","Assessments (Broken Out)"
"575720","03-23-26-1910-000-01500","3694 Fallscrest Cir","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"575441","5062601523400655","3430 CANYON FALLS DR","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"575061","162224-2630","12318 Mastin Cove Rd","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"57488","08-22-26-1700-000-44600","713 Gentle Breeze Dr","MINNEOLA","Lake","FL","False","Assessments (Broken Out)"
"57479","20-22-28-1853-00-350","1091 Wickerwood St","OCOEE","Orange","FL","False","Assessments (Broken Out)"
"57462","31-24-29-3868-01-000","14308 Verano Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"57450","U-28-30-20-89M-B00000-00056.0","11133 Running Pine Dr","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"574489","008130-1910","1653 Spring Oaks Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"574465","008897-4495","603 Whitfield Rd","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"574362","25-26-28-6114-1354-0020","652 N Delmonte Ct","Kissimmee","Osceola","FL","False","Assessments (Broken Out)"
"574234","26-24-26-1800-000-07000","16725 Rising Star Dr","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"574215","4042500786600728","3948 Heavenside Ct","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"574192","168152-0620","7573 Sunnydale Ln","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"573970","13-26-20-0020-00000-0250","4300 Fieldview Cir","WESLEY CHAPEL","Pasco","FL","False","Assessments (Broken Out)"
"573863","07-24-29-9359-00-560","10706 Windsor Pl","Orlando","Orange","FL","False","Assessments (Broken Out)"
"57378","21-25-18-0080-00G00-0320","18108 Cypress Bay Pkwy","LAND O LAKES","Pasco","FL","False","Assessments (Broken Out)"
"57373","35-24-29-9362-00-060","143 Windrose Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"57359","U-06-31-20-60Q-000028-00041.0","12525 Herons Path Pl","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"573561","2052500882704000","1681 Aletha Mnr","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"573390","20-25-30-4842-0001-0680","108 Thornbury Ln","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"57319","32-22-26-1600-000-04600","12012 Woodglen Cir","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"57285","25-24-16-0100-00000-3500","14525 Pimberton Dr","HUDSON","Pasco","FL","False","Assessments (Broken Out)"
"572781","108361-0755","15694 Mason Lakes Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"572754","32-19-28-0600-000-02200","30700 PGA Dr","MOUNT PLYMOUTH","Lake","FL","False","Assessments (Broken Out)"
"572697","26-22-30-2066-00-830","725 Fenwick Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"572642","015701-2080","8754 Kaye Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"572542","6042601068707400","1961 Birch Run E","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"57242","U-25-30-20-63Y-A00000-00089.0","13503 Copper Belly Ct","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"57237","06-23-26-0525-000-05600","11312 Mandarin Dr","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"572275","U-05-31-20-69O-000011-00007.0","11016 Newbridge Dr","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"572055","6042500786901253","3914 Leatherwood Dr","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"572053","113033-5665","8026 Fleur De Lis Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"57202","20-22-26-1975-000-03400","1488 Muir Cir","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"57192","484124371230","6215 Vista del Mar","Margate","Broward","FL","False","Assessments (Broken Out)"
"57188","514009120570","1213 NW 159th Ln","PEMBROKE PINES","Broward","FL","False","Assessments (Broken Out)"
"57186","06-26-20-0070-00000-0700","5849 Sand Key Ln","WESLEY CHAPEL","Pasco","FL","False","Assessments (Broken Out)"
"571847","U-04-29-20-27X-000001-00005.0","4810 Reagan Ave","SEFFNER","Hillsborough","FL","False","Assessments (Broken Out)"
"57182","30-22-32-0606-03-260","534 Cortona Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"57173","10-26-20-0020-00200-0400","31735 Loch Aline Dr","WESLEY CHAPEL","Pasco","FL","False","Assessments (Broken Out)"
"57172","10-7920-013-5610 ","1648 SE 20th Rd","HOMESTEAD","Miami-Dade","FL","False","Assessments (Broken Out)"
"57169","74-42-43-20-05-000-0700","8721 Treasure Cay","West Palm Beach","Palm Beach","FL","False","Assessments (Broken Out)"
"57158","32-2021-017-0990","8986 NW 144th Ter","MIAMI LAKES","Miami-Dade","FL","False","Assessments (Broken Out)"
"57155","30-4921-025-1190","4361 SW 153rd Ct","MIAMI","Miami-Dade","FL","False","Assessments (Broken Out)"
"57148","002060-1010","11558 Brian Lakes Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"57146","01-22-25-0802-000-13800","828 Willow Oak Loop","MINNEOLA","Lake","FL","False","Assessments (Broken Out)"
"57093","U-08-30-20-5HK-E00000-00013.0","6651 Summer Cove Dr","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"57091","002060-3195","2300 Justin Lake Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"57090","U-29-30-21-79D-000086-00007.0","5858 Wrenwater Dr","LITHIA","Hillsborough","FL","False","Assessments (Broken Out)"
"570880","21052501009401721","2755 Eagle Haven Dr","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"570859","U-26-30-19-A83-000002-00013.0","11206 Southern Cross Pl","GIBSONTON","Hillsborough","FL","False","Assessments (Broken Out)"
"570845","4042500786601135","596 Artesian Ln","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"570814","06-25-31-4497-0001-0010","3299 Grouse Ave","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"57075","168143-3795","6301 Witherington Lake Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"57065","36-20-30-504-0000-0930","409 Tradition Ln","WINTER SPRINGS","Seminole","FL","False","Assessments (Broken Out)"
"570545","4042500786702129","453 Northcliff Ct","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"570330","162200-1030","880 Long Lake Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"570112","05-21-28-6691-02-520","1503 Madison Ivy Cir","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"569935","104336-0150","6087 Patriots Landing Ln","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"56975","U-28-30-21-771-VV0000-00013.0","16014 Loneoak View Dr","LITHIA","Hillsborough","FL","False","Assessments (Broken Out)"
"569702","35042500822301504","1832 NORTHGLEN CIR","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"56955","26-24-29-6054-00-520","704 Cresting Oak Cir # 52","Orlando","Orange","FL","False","Assessments (Broken Out)"
"569438","22-26-16-004H-00001-2540","7653 Arlight Dr","NEW PORT RICHEY","Pasco","FL","False","Assessments (Broken Out)"
"56943","106375-4390","3583 Shrewsbury Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"569402","167129-1030","12971 Everett Ct W","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"569388","02-22-31-7839-03-010","4205 Boca Woods Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"569185","0097623970","525 S Aberdeenshire Dr","SAINT JOHNS","St Johns","FL","False","Assessments (Broken Out)"
"568869","27-22-31-3781-01-440","12240 Calaboose Ct","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"568845","01-19-24-0180-00A-02700","5321 Royal Oak Dr","FRUITLAND PARK","Lake","FL","False","Assessments (Broken Out)"
"568715","U-21-30-20-2S7-000003-00014.0","11306 Maybrook Ave","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"568686","18-25-30-1901-0001-0360","2048 Shannon Lakes Blvd","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"568666","10-22-30-0584-01-360","3208 Dwarf Pine Ave","WINTER PARK","Orange","FL","False","Assessments (Broken Out)"
"568623","0264420440","304 SOUTHLAKE DR","SAINT AUGUSTINE","St Johns","FL","False","Assessments (Broken Out)"
"568522","05-25-17-0140-00000-0100","12202 Colony Lakes Blvd","NEW PORT RICHEY","Pasco","FL","False","Assessments (Broken Out)"
"568471","17-22-31-7466-00-620","2161 River Park Blvd","Orlando","Orange","FL","False","Assessments (Broken Out)"
"56845","162109-4995","12274 Mountain View Ter","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"568380","5042500786802771","3903 Pebble Brooke Circle South","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"56836","30042602126202770","2257 Wide Reach Dr","FLEMING ISLAND","Clay","FL","False","Assessments (Broken Out)"
"568310","016430-4045","8434 Watermill Blvd","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"56810","028685-6160","1709 N Cappero Dr","SAINT AUGUSTINE","St Johns","FL","False","Assessments (Broken Out)"
"56809","726422159","9865 50th Street Cir E","PARRISH","Manatee","FL","False","Assessments (Broken Out)"
"567842","U-24-28-17-08Q-000000-00055.0","7409 Sade St","TAMPA","Hillsborough","FL","False","Assessments (Broken Out)"
"567675","23-21-28-7966-00-400","1833 Iroquois Dr","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"567623","016430-8795","9461 Maidstone Mill Dr E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"567542","25-26-28-6118-1558-0090","133 Mediterranean Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"567526","252628611815570040","146 Mediterranean Ct","Kissimmee","Osceola","FL","False","Assessments (Broken Out)"
"567428","25-26-28-6114-1407-0090","653 Cotulla Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"567330","161136-0480","3329 Secret Isle Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"567286","07-25-30-2696-0141-0170","93 W Cedarwood Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"567269","029325-0100","2236 Blackstone Way","SAINT AUGUSTINE","St Johns","FL","False","Assessments (Broken Out)"
"56719","15-26-19-0120-00100-0580","25924 Terrawood Loop","LAND O LAKES","Pasco","FL","False","Assessments (Broken Out)"
"56713","U-33-29-20-5KC-C00000-00006.0","1436 Birchstone Ave","BRANDON","Hillsborough","FL","False","Assessments (Broken Out)"
"56697","30-20-28-0231-03-930","2450 Mallow Oak Ct","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"566926","30-26-32-2612-0001-C034","3327 Primrose Willow Dr","HARMONY","Osceola","FL","False","Assessments (Broken Out)"
"566894","5062601523400936","2025 Pebble Point Dr","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"566875","19-22-31-8842-00-910","720 Oak Manor Cir","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"56684","15042500794100511","3250 Woodglen Dr","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"566751","U-35-31-19-9D0-000022-00016.0","7329 Lumber Port Dr","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"56670","31042602126202636","1871 Lake Forest Ln","FLEMING ISLAND","Clay","FL","False","Assessments (Broken Out)"
"566672","11-22-30-0859-00-720","3803 Windway Ct","Orlando","Orange","FL","False","Assessments (Broken Out)"
"56661","33-21-28-4216-00-360","1722 Palmerston Cir","Ocoee","Orange","FL","False","Assessments (Broken Out)"
"566560","U-09-31-20-2UU-000001-00040.0","11337 Blackbark Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"566546","32-19-28-0607-000-23100","25140 Chipshot Ct","MOUNT PLYMOUTH","Lake","FL","False","Assessments (Broken Out)"
"56637","18-22-26-0210-000-02100","618 Brooke Ct","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"566328","016314-2500","9628 Morgan Creek Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"566082","112918-1150","3439 Provincial Cir E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"566039","016409-8260","7260 Blairton Way","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"56594","30-6913-029-0220","22281 SW 123rd Dr","MIAMI","Miami-Dade","FL","False","Assessments (Broken Out)"
"565931","5052500901601336","1936 Hunters Trace Cir","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"56586","U-08-30-20-2O3-000002-00006.0","10805 Kenbrook Dr","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"56585","30-6019-011-4210","10726 SW 243rd Ln","HOMESTEAD","Miami-Dade","FL","False","Assessments (Broken Out)"
"565843","33-26-19-0010-00000-0280","24734 Silversmith Dr","LUTZ","Pasco","FL","False","Assessments (Broken Out)"
"565726","34-21-30-533-0000-0140","7021 Citrus Point Ct","WINTER PARK","Seminole","FL","False","Assessments (Broken Out)"
"565649","U-35-31-19-9D0-000030-00015.0","7023 Feather Wood Dr","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"565505","05-22-28-0134-01-320","2067 Key Lime St","OCOEE","Orange","FL","False","Assessments (Broken Out)"
"565391","016468-5525","7969 Amandas Crossing Dr E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"56539","167444-6412","1799 Tall Tree Dr E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
